"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2002-02","0.0","E","0.0",",E","3",",E","2",",E","0",",E","13",",E","0",",E","0",",E","0",",E","-3.8",",E,20,","5.2",",,E,05,","19.4",",E,23,","1655.7","E","305.8",",E","9.3",",,,E","7.4",",E","13.9",",,,E","0.9",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2002-03","0.0","E","0.0",",E","7",",E","5",",E","0",",E","0",",E","0",",E","6",",E","0",",E","0.1",",E,03,+","20.4",",,E,15,","26.1",",E,24,","1913.5","E","257.8",",E","51.6",",,,E","10.0",",E","16.0",",,,E","4.1",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2002-04","0.1","E","0.1",",E","7",",E","6",",E","0",",E","1",",E","0",",E","12",",E","0",",E","-1.2",",E,05,","10.5",",,E,05,","29.0",",E,25,","2099.0","E","185.5",",E","34.9",",,,E","12.2",",E","19.4",",,,E","5.0",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2002-05","9.6","E","9.5",",E","9",",E","4",",E","0",",E","0",",E","0",",E","16",",E","0",",E","2.0",",E,04,","19.0",",,E,07,","30.8",",E,30,","2218.7","E","119.7",",E","50.2",",,,E","14.8",",E","21.2",",,,E","8.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2002-06","160.6","E","151.0",",E","5",",E","2",",E","0",",E","0",",E","0",",E","26",",E","15",",E","5.7",",E,09,","10.8",",,E,06,","37.3",",E,22,","2239.6","E","20.9",",E","21.9",",,,E","22.7",",E","30.6",",,,E","14.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2002-07","340.6","E","180.0",",E","2",",E","1",",E","0",",E","0",",E","0",",E","31",",E","16",",E","12.5",",E,15,","3.9",",,E,23,","37.1",",E,28,","0.0","E","0.0",",E","5.1",",,,E","24.1",",E","31.8",",,,E","16.5",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2002-08","490.1","E","149.5",",E","1",",E","0",",E","0",",E","0",",E","0",",E","31",",E","12",",E","11.4",",E,28,","0.6",",,E,26,","35.5",",E,13,","0.0","E","0.0",",E","0.6",",,,E","23.2",",E","30.8",",,,E","15.5",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2002-09","532.2","E","42.1",",E","7",",E","4",",E","0",",E","0",",E","0",",E","28",",E","0",",E","4.5",",E,24,","9.0",",,E,18,","31.1",",E,01,","23.2","E","23.2",",E","27.9",",,,E","19.0",",E","25.7",",,,E","12.2",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2002-10","532.3","E","0.1",",E","9",",E","5",",E","0",",E","0",",E","0",",E","12",",E","0",",E","3.4",",E,18,","17.0",",,E,08,","24.9",",E,06,","147.2","E","124.0",",E","56.3",",,,E","14.3",",E","19.8",",,,E","8.9",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2002-11","532.3","E","0.0",",E","16",",E","9",",E","0",",E","1",",E","0",",E","0",",E","0",",E","-0.2",",E,26,","20.7",",,E,22,","20.6",",E,06,","412.6","E","265.4",",E","84.0",",,,E","9.5",",E","13.6",",,,E","5.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2002-12","532.3","E","0.0",",E","13",",E","7",",E","0",",E","5",",E","0",",E","0",",E","0",",E","-1.5",",E,16,","15.1",",,E,09,","14.6",",E,18,","746.9","E","334.3",",E","59.0",",,,E","7.6",",E","11.4",",,,E","3.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2003-01","0.0","E","0.0",",E","8",",E","4",",E","0",",E","12",",E","0",",E","0",",E","0",",E","-7.8",",E,13,","10.5",",,E,05,","20.9",",E,27,","1149.0","E","402.1",",E","34.3",",,,E","5.4",",E","10.0",",,,E","0.8",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2003-02","0.0","E","0.0",",E","7",",E","6",",E","0",",E","12",",E","0",",E","0",",E","0",",E","-6.9",",E,18,","16.9",",,E,25,","14.5",",E,04,","1503.1","E","354.1",",E","43.5",",,,E","5.7",",E","10.7",",,,E","0.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2003-03","0.0","E","0.0",",E","6",",E","4",",E","0",",E","1",",E","0",",E","4",",E","0",",E","0.0",",E,20,","21.2",",,E,27,","25.2",",E,13,","1737.8","E","234.7",",E","39.5",",,,E","10.8",",E","17.2",",,,E","4.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2003-04","0.0","E","0.0",",E","9",",E","4",",E","0",",E","0",",E","0",",E","6",",E","0",",E","0.2",",E,05,","16.7",",,E,13,","24.9",",E,28,","1917.9","E","180.1",",E","38.6",",,,E","12.3",",E","18.3",",,,E","6.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2003-05","22.4","E","22.4",",E","6",",E","1",",E","0",",E","0",",E","0",",E","26",",E","0",",E","4.5",",E,01,","2.6",",,E,06,","31.9",",E,31,","1972.1","E","54.2",",E","9.2",",,,E","17.3",",E","25.4",",,,E","9.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2003-06","203.4","E","181.0",",E","4",",E","0",",E","0",",E","0",",E","0",",E","30",",E","19",",E","12.5",",E,02,","2.2",",,E,23,","36.8",",E,21,","1972.1","E","0.0",",E","5.7",",,,E","24.4",",E","32.4",",,,E","16.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2003-07","403.8","E","200.4",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","22",",E","12.8",",E,22,","0.0",",,E,31,+","38.2",",E,31,","0.0","E","0.0",",E","0.0",",,,E","24.8",",E","32.8",",,,E","16.8",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2003-08","636.7","E","232.9",",E","1",",E","0",",E","0",",E","0",",E","0",",E","31",",E","20",",E","12.8",",E,30,","0.3",",,E,22,","39.8",",E,01,","0.0","E","0.0",",E","0.3",",,,E","25.9",",E","33.7",",,,E","18.0",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2003-09","706.1","E","69.4",",E","2",",E","2",",E","0",",E","0",",E","0",",E","29",",E","0",",E","8.1",",E,10,","30.1",",,E,30,","31.4",",E,11,","2.0","E","2.0",",E","39.7",",,,E","20.6",",E","27.9",",,,E","13.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2003-10","706.1","E","0.0",",E","17",",E","12",",E","0",",E","0",",E","0",",E","7",",E","0",",E","0.4",",E,24,","31.1",",,E,18,","24.3",",E,11,+","150.5","E","148.5",",E","138.9",",,,E","13.5",",E","18.1",",,,E","9.0",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2003-11","706.1","E","0.0",",E","9",",E","8",",E","0",",E","1",",E","0",",E","0",",E","0",",E","-0.7",",E,26,","13.6",",,E,15,","18.2",",E,18,","412.6","E","262.1",",E","53.0",",,,E","9.6",",E","14.0",",,,E","5.2",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2003-12","706.1","E","0.0",",E","8",",E","3",",E","0",",E","13",",E","0",",E","0",",E","0",",E","-2.9",",E,26,","13.7",",,E,09,","15.9",",E,15,","806.3","E","393.7",",E","30.5",",,,E","5.6",",E","10.4",",,,E","0.9",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2004-01","0.0","E","0.0",",E","2",",E","1",",E","0",",E","18",",E","0",",E","0",",E","0",",E","-5.2",",E,29,","3.5",",,E,31,","18.0",",E,24,","1185.2","E","378.9",",E","4.1",",,,E","6.1",",E","11.5",",,,E","0.8",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2004-02","0.0","E","0.0",",E","7",",E","6",",E","0",",E","10",",E","0",",E","0",",E","0",",E","-3.5",",E,11,","20.6",",,E,25,","19.7",",E,05,","1525.6","E","340.4",",E","71.2",",,,E","6.6",",E","12.4",",,,E","0.8",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2004-03","0.0","E","0.0",",E","8",",E","3",",E","0",",E","5",",E","0",",E","1",",E","0",",E","-6.5",",E,02,","25.9",",,E,29,","21.5",",E,21,","1840.6","E","315.0",",E","60.5",",,,E","8.2",",E","13.6",",,,E","2.8",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2004-04","0.0","E","0.0",",E","9",",E","3",",E","0",",E","0",",E","0",",E","5",",E","0",",E","0.1",",E,10,","16.8",",,E,28,","26.9",",E,25,","2062.1","E","221.5",",E","36.6",",,,E","10.9",",E","17.2",",,,E","4.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2004-05","4.3","E","4.3",",E","15",",E","8",",E","0",",E","0",",E","0",",E","12",",E","0",",E","3.6",",E,02,","24.8",",,E,02,","28.4",",E,31,","2196.5","E","134.4",",E","91.6",",,,E","14.1",",E","19.8",",,,E","8.5",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2004-06","147.5","E","143.2",",E","3",",E","2",",E","0",",E","0",",E","0",",E","30",",E","9",",E","9.2",",E,03,","5.6",",,E,07,","39.4",",E,29,","2196.9","E","0.4",",E","10.1",",,,E","23.1",",E","31.3",",,,E","14.9",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2004-07","354.1","E","206.6",",E","2",",E","2",",E","0",",E","0",",E","0",",E","31",",E","23",",E","9.5",",E,09,","8.7",",,E,06,","39.6",",E,24,","0.2","E","0.2",",E","14.4",",,,E","25.0",",E","33.4",",,,E","16.6",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2004-08","526.6","E","172.5",",E","4",",E","2",",E","0",",E","0",",E","0",",E","31",",E","15",",E","10.9",",E,21,","17.7",",,E,17,","36.5",",E,24,","0.2","E","0.0",",E","34.7",",,,E","23.9",",E","31.3",",,,E","16.5",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2004-09","627.1","E","100.5",",E","2",",E","1",",E","0",",E","0",",E","0",",E","30",",E","2",",E","7.8",",E,26,","6.8",",,E,03,","32.9",",E,22,","0.5","E","0.3",",E","7.6",",,,E","21.7",",E","29.6",",,,E","13.8",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2004-10","643.2","E","16.1",",E","11",",E","8",",E","0",",E","0",",E","0",",E","12",",E","0",",E","2.7",",E,13,","28.0",",,E,25,","30.6",",E,02,+","110.9","E","110.4",",E","88.7",",,,E","15.3",",E","20.9",",,,E","9.6",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2004-11","643.2","E","0.0",",E","3",",E","1",",E","0",",E","8",",E","0",",E","0",",E","0",",E","-2.3",",E,16,","19.3",",,E,04,","19.1",",E,06,","407.8","E","296.9",",E","22.6",",,,E","8.4",",E","14.6",",,,E","2.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2004-12","643.2","E","0.0",",E","4",",E","2",",E","0",",E","11",",E","0",",E","0",",E","0",",E","-4.6",",E,28,","11.4",",,E,01,","16.5",",E,18,","777.9","E","370.1",",E","18.3",",,,E","6.4",",E","11.6",",,,E","1.2",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2005-01","0.0","E","0.0",",E","0",",E","0",",E","0",",E","28",",E","0",",E","0",",E","0",",E","-10.2",",E,28,","0.0",",,E,31,+","16.6",",E,21,+","1213.4","E","435.5",",E","0.0",",,,E","4.3",",E","11.9",",,,E","-3.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2005-02","0.0","E","0.0",",E","5",",E","4",",E","0",",E","20",",E","0",",E","0",",E","0",",E","-6.3",",E,18,","14.7",",,E,07,","18.4",",E,13,","1603.2","E","389.8",",E","38.1",",,,E","4.4",",E","10.3",",,,E","-1.5",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2005-03","0.0","E","0.0",",E","5",",E","1",",E","0",",E","12",",E","0",",E","7",",E","0",",E","-6.6",",E,08,","4.8",",,E,23,","23.4",",E,31,","1862.5","E","259.3",",E","7.8",",,,E","10.0",",E","16.9",",,,E","3.0",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2005-04","3.8","E","3.8",",E","4",",E","2",",E","0",",E","0",",E","0",",E","11",",E","0",",E","0.2",",E,10,","11.5",",,E,02,","31.1",",E,29,","2011.8","E","149.3",",E","18.1",",,,E","13.5",",E","20.2",",,,E","6.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2005-05","51.4","E","47.6",",E","5",",E","1",",E","0",",E","0",",E","0",",E","28",",E","4",",E","4.7",",E,18,","5.2",",,E,31,","34.7",",E,26,","2051.1","E","39.3",",E","7.8",",,,E","18.6",",E","26.2",",,,E","11.0",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2005-06","263.0","E","211.6",",E","1",",E","0",",E","0",",E","0",",E","0",",E","30",",E","22",",E","13.2",",E,15,","1.9",",,E,23,","38.6",",E,22,","2051.1","E","0.0",",E","2.7",",,,E","25.4",",E","33.7",",,,E","17.0",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2005-07","528.8","E","265.8",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","25",",E","12.6",",E,30,","0.0",",,E,31,+","39.4",",E,21,","0.0","E","0.0",",E","0.0",",,,E","26.9",",E","35.3",",,,E","18.6",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2005-08","753.5","E","224.7",",E","1",",E","0",",E","0",",E","0",",E","0",",E","31",",E","24",",E","9.6",",E,22,","0.4",",,E,10,","40.7",",E,07,","0.0","E","0.0",",E","0.5",",,,E","25.6",",E","34.2",",,,E","16.9",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2005-09","823.9","E","70.4",",E","5",",E","1",",E","0",",E","0",",E","0",",E","30",",E","4",",E","5.2",",E,19,","3.1",",,E,07,","35.5",",E,04,","11.3","E","11.3",",E","5.6",",,,E","20.3",",E","28.5",",,,E","12.1",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2005-10","827.7","E","3.8",",E","11",",E","9",",E","0",",E","0",",E","0",",E","16",",E","0",",E","3.4",",E,05,","12.0",",,E,10,","31.5",",E,01,","100.9","E","89.6",",E","71.1",",,,E","15.6",",E","21.4",",,,E","9.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2005-11","827.7","E","0.0",",E","6",",E","3",",E","0",",E","6",",E","0",",E","0",",E","0",",E","-3.1",",E,27,","27.5",",,E,14,","18.7",",E,02,","408.1","E","307.2",",E","52.1",",,,E","8.1",",E","13.0",",,,E","3.2",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2005-12","827.7","E","0.0",",E","4",",E","2",",E","0",",E","19",",E","0",",E","0",",E","0",",E","-6.0",",E,23,","17.3",",,E,02,","16.2",",E,30,","808.9","E","400.8",",E","25.6",",,,E","5.4",",E","11.0",",,,E","-0.2",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2006-01","0.0","E","0.0",",E","6",",E","3",",E","0",",E","14",",E","0",",E","0",",E","0",",E","-7.5",",E,30,","21.2",",,E,06,","16.3",",E,19,","1227.4","E","418.5",",E","37.8",",,,E","4.8",",E","9.6",",,,E","0.1",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2006-02","0.0","E","0.0",",E","5",",E","3",",E","0",",E","18",",E","0",",E","0",",E","0",",E","-4.1",",E,07,","20.8",",,E,25,","17.9",",E,13,","1569.0","E","341.6",",E","36.2",",,,E","6.1",",E","12.7",",,,E","-0.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2006-03","0.0","E","0.0",",E","6",",E","4",",E","0",",E","4",",E","0",",E","5",",E","0",",E","-3.4",",E,02,","7.1",",,E,18,","24.2",",E,13,","1799.9","E","230.9",",E","25.6",",,,E","10.9",",E","17.0",",,,E","4.8",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2006-04","0.7","E","0.7",",E","6",",E","3",",E","0",",E","0",",E","0",",E","15",",E","0",",E","1.8",",E,18,","7.0",",,E,14,","28.0",",E,27,","1926.4","E","126.5",",E","18.2",",,,E","14.1",",E","21.6",",,,E","6.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2006-05","63.1","E","62.4",",E","4",",E","1",",E","0",",E","0",",E","0",",E","28",",E","5",",E","6.1",",E,08,+","3.0",",,E,03,","36.4",",E,17,","1947.2","E","20.8",",E","7.1",",,,E","19.7",",E","27.9",",,,E","11.5",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2006-06","227.7","E","164.6",",E","8",",E","4",",E","0",",E","0",",E","0",",E","30",",E","15",",E","8.8",",E,01,","10.9",",,E,17,","37.9",",E,23,","1948.1","E","0.9",",E","36.4",",,,E","23.8",",E","32.2",",,,E","15.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2006-07","518.2","E","290.5",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","28",",E","14.9",",E,04,","0.0",",,E,31,+","40.0",",E,10,","0.0","E","0.0",",E","0.0",",,,E","27.7",",E","36.0",",,,E","19.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2006-08","714.2","E","196.0",",E","1",",E","1",",E","0",",E","0",",E","0",",E","31",",E","22",",E","10.4",",E,19,","13.6",",,E,17,","37.3",",E,02,","0.3","E","0.3",",E","13.6",",,,E","24.6",",E","33.1",",,,E","16.1",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2006-09","836.0","E","121.8",",E","5",",E","2",",E","0",",E","0",",E","0",",E","28",",E","10",",E","8.4",",E,17,","20.4",",,E,14,","38.6",",E,03,","8.4","E","8.1",",E","37.8",",,,E","22.1",",E","29.8",",,,E","14.5",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2006-10","849.3","E","13.3","1,E","10",",E","8",",E","0","1,E","0","1,E","0","1,E","20","1,E","0","1,E","6.4","1,E,13,+","22.9",",,E,16,","29.7","1,E,29,","61.0","E","52.6","1,E","102.4",",,,E","17.0","1,E","22.5","1,,,E","11.5","1,,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2006-11","849.3","E","0.0",",E","14",",E","8",",E","0",",E","0",",E","0",",E","3",",E","0",",E","2.6",",E,14,","28.8",",,E,07,","23.4",",E,01,","244.0","E","183.0",",E","105.5",",,,E","12.2",",E","16.5",",,,E","8.0",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2006-12","849.3","E","0.0","1,E","3",",E","2",",E","0","1,E","15","1,E","0","1,E","0","1,E","0","1,E","-3.4","1,E,26,","12.0",",,E,05,","18.6","1,E,04,","606.0","E","362.0","1,E","19.1",",,,E","6.3","1,E","11.5","1,,,E","1.0","1,,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2007-01","0.0","E","0.0",",E","2",",E","1",",E","0",",E","13",",E","0",",E","0",",E","0",",E","-6.4",",E,28,","7.9",",,E,29,","17.5",",E,13,+","987.7","E","381.7",",E","9.3",",,,E","6.0",",E","11.1",",,,E","0.9",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2007-02","0.0","E","0.0",",E","10",",E","2",",E","0",",E","4",",E","0",",E","0",",E","0",",E","-2.6",",E,01,","19.5",",,E,08,","20.6",",E,16,","1250.4","E","262.7",",E","33.0",",,,E","8.9",",E","13.9",",,,E","4.0",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2007-03","0.0","E","0.0",",E","7",",E","2",",E","0",",E","4",",E","0",",E","1",",E","0",",E","-2.0",",E,25,","6.1",",,E,27,","21.4",",E,18,","1528.8","E","278.4",",E","17.1",",,,E","9.4",",E","16.0",",,,E","2.8",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2007-04","0.0","E","0.0",",E","15",",E","7",",E","0",",E","1",",E","0",",E","10",",E","0",",E","-1.4",",E,05,","19.8",",,E,25,","26.8",",E,24,","1693.1","E","164.3",",E","68.7",",,,E","12.9",",E","19.1",",,,E","6.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2007-05","13.3","E","13.3",",E","9",",E","6",",E","0",",E","0",",E","0",",E","19",",E","1",",E","4.9",",E,15,","30.7",",,E,24,","32.2",",E,18,","1780.1","E","87.0",",E","84.4",",,,E","15.9",",E","22.5",",,,E","9.4",",,,E"
